"lotr" "premium" "age" "genre_likes" "actor_likes" "similar_user_ratings" "mean_time_genre" "user_time" "user_day" "user_device" "fam_members" "country"
0 "Premium" 21 3 2 0.86 66.7 "Afternoon" "Sunday" "TV" 3 "UK"
0 "Standard" 40 1 6 0.87 110.4 "Afternoon" "Friday" "TV" 1 "US"
0 "Standard" 25 1 2 0.47 185 "Evening" "Wednesday" "TV" 0 "DE"
1 "Standard" 38 0 5 0.78 146 "Evening" "Monday" "Gaming Device" 5 "DE"
1 "Standard" 36 2 3 0.75 127.9 "Afternoon" "Sunday" "TV" 3 "UK"
0 "Standard" 27 1 5 0.48 0 "Afternoon" "Friday" "TV" 2 "DE"
0 "Standard" 37 2 0 0.99 62.4 "Evening" "Sunday" "TV" 1 "FR"
1 "Standard" 23 3 1 0.82 139.7 "Evening" "Sunday" "TV" 5 "MX"
1 "Standard" 34 3 6 0.95 167.7 "Morning" "Wednesday" "TV" 2 "JP"
0 "Standard" 35 3 2 0.27 113.5 "Afternoon" "Tuesday" "TV" 1 "US"
0 "Premium" 35 2 2 0.65 214.5 "Morning" "Wednesday" "Mobile Device" 3 "DE"
0 "Standard" 38 0 2 0.51 115.6 "Afternoon" "Friday" "Gaming Device" 1 "FR"
0 "Standard" 34 2 4 0.83 208.5 "Evening" "Monday" "Mobile Device" 4 "UK"
0 "Standard" 34 2 2 0.79 114.3 "Evening" "Monday" "TV" 2 "MX"
1 "Premium" 24 1 6 0.96 0 "Evening" "Monday" "PC" 0 "US"
0 "Standard" 20 1 2 0.85 125.9 "Afternoon" "Wednesday" "TV" 1 "DE"
0 "Premium" 28 0 2 0.77 216.4 "Evening" "Thursday" "TV" 2 "DE"
1 "Premium" 34 1 3 0.99 261.8 "Afternoon" "Wednesday" "PC" 2 "US"
0 "Standard" 36 1 5 0.72 175.8 "Afternoon" "Sunday" "TV" 2 "MX"
0 "Premium" 29 2 3 0.39 106.4 "Evening" "Wednesday" "TV" 1 "MX"
0 "Standard" 35 2 3 0.74 107 "Evening" "Tuesday" "TV" 2 "NZ"
0 "Premium" 30 3 3 0.42 135.5 "Evening" "Sunday" "TV" 1 "MX"
0 "Standard" 19 3 1 0.79 135 "Evening" "Wednesday" "TV" 1 "US"
1 "Standard" 44 3 2 0.9 79.2 "Evening" "Sunday" "TV" 2 "DE"
0 "Standard" 25 1 4 0.81 116.5 "Morning" "Saturday" "PC" 3 "DE"
1 "Standard" 42 3 4 0.88 168 "Evening" "Sunday" "TV" 1 "US"
0 "Premium" 30 1 1 0.89 46.7 "Afternoon" "Friday" "TV" 2 "MX"
1 "Standard" 33 2 0 0.85 166.7 "Evening" "Sunday" "TV" 1 "UK"
0 "Premium" 26 1 2 0.46 94.5 "Afternoon" "Tuesday" "Mobile Device" 0 "MX"
1 "Standard" 32 2 0 0.95 53.7 "Evening" "Thursday" "PC" 2 "DE"
0 "Standard" 60 2 1 0.53 64.9 "Evening" "Wednesday" "Mobile Device" 2 "DE"
1 "Standard" 32 4 1 0.87 192.2 "Afternoon" "Saturday" "TV" 1 "FR"
1 "Standard" 32 1 4 0.97 63.2 "Evening" "Wednesday" "TV" 1 "US"
0 "Standard" 27 3 2 0.91 87.5 "Evening" "Thursday" "PC" 3 "US"
0 "Standard" 33 1 3 0.44 95.8 "Afternoon" "Friday" "TV" 3 "US"
0 "Standard" 17 3 4 0.43 78.6 "Afternoon" "Sunday" "TV" 0 "US"
0 "Standard" 32 2 4 0.6 123.2 "Evening" "Thursday" "TV" 1 "FR"
0 "Standard" 48 2 1 0.62 23 "Afternoon" "Saturday" "TV" 1 "DE"
0 "Standard" 27 3 0 0.58 199.9 "Evening" "Monday" "TV" 4 "UK"
0 "Standard" 38 0 2 0.89 27.7 "Evening" "Sunday" "TV" 1 "US"
0 "Standard" 26 0 1 0.76 154 "Afternoon" "Monday" "PC" 0 "US"
0 "Premium" 27 3 4 0.81 44.7 "Evening" "Friday" "TV" 1 "US"
0 "Premium" 20 5 2 0.72 252.4 "Afternoon" "Sunday" "TV" 1 "MX"
1 "Standard" 30 4 5 0.94 68.5 "Evening" "Sunday" "TV" 2 "US"
0 "Premium" 30 3 2 0.61 94.5 "Evening" "Monday" "TV" 3 "MX"
0 "Standard" 24 1 4 0.52 85.9 "Evening" "Sunday" "TV" 1 "US"
0 "Standard" 35 1 2 0.67 133.9 "Evening" "Sunday" "TV" 3 "UK"
0 "Standard" 21 1 3 0.66 116.2 "Afternoon" "Tuesday" "TV" 2 "FR"
0 "Standard" 31 4 3 0.64 59 "Evening" "Saturday" "TV" 3 "UK"
0 "Standard" 25 1 5 0.56 122.9 "Afternoon" "Tuesday" "Mobile Device" 3 "UK"
0 "Standard" 22 2 3 0.72 175.8 "Morning" "Saturday" "TV" 1 "UK"
0 "Premium" 29 1 4 0.4 94.6 "Morning" "Wednesday" "PC" 4 "US"
1 "Standard" 25 4 1 0.94 137.5 "Morning" "Sunday" "TV" 0 "FR"
0 "Standard" 21 5 1 0.95 137.6 "Evening" "Tuesday" "TV" 3 "US"
0 "Standard" 20 3 2 0.63 10.8 "Afternoon" "Monday" "TV" 2 "DE"
1 "Standard" 31 1 1 0.61 204.4 "Evening" "Saturday" "TV" 1 "MX"
0 "Standard" 26 2 2 0.79 106 "Evening" "Monday" "Gaming Device" 0 "US"
0 "Standard" 17 3 2 0.71 82.4 "Morning" "Friday" "Mobile Device" 2 "MX"
1 "Standard" 25 0 3 0.84 125.5 "Evening" "Saturday" "Gaming Device" 0 "UK"
1 "Standard" 32 3 2 0.8 227.2 "Evening" "Sunday" "TV" 0 "UK"
0 "Standard" 38 0 2 0.24 88.3 "Evening" "Wednesday" "TV" 1 "US"
0 "Standard" 22 5 3 0.74 119.9 "Evening" "Saturday" "Gaming Device" 1 "FR"
0 "Standard" 28 2 2 0.85 88.4 "Afternoon" "Sunday" "Mobile Device" 4 "FR"
1 "Standard" 25 4 4 0.65 179.7 "Afternoon" "Sunday" "TV" 3 "US"
1 "Standard" 37 5 3 0.85 270.1 "Afternoon" "Thursday" "PC" 1 "FR"
0 "Standard" 28 3 2 0.53 73.9 "Evening" "Tuesday" "TV" 3 "NZ"
0 "Standard" 24 0 1 0.33 189.5 "Evening" "Saturday" "TV" 5 "MX"
0 "Premium" 27 1 1 0.42 28.6 "Afternoon" "Friday" "Mobile Device" 3 "MX"
0 "Standard" 24 3 1 0.84 150.3 "Afternoon" "Saturday" "TV" 1 "UK"
0 "Standard" 37 1 1 0.66 102.2 "Evening" "Monday" "TV" 2 "US"
1 "Standard" 24 2 4 0.73 130 "Evening" "Saturday" "TV" 0 "US"
0 "Standard" 41 6 3 0.72 107 "Afternoon" "Tuesday" "Mobile Device" 1 "UK"
0 "Standard" 30 2 3 0.37 107 "Evening" "Sunday" "TV" 3 "US"
0 "Premium" 15 3 7 0.78 135 "Evening" "Sunday" "PC" 3 "FR"
0 "Premium" 23 0 6 0.78 132.3 "Afternoon" "Thursday" "TV" 3 "MX"
0 "Premium" 29 5 5 0.78 171.5 "Evening" "Thursday" "Mobile Device" 0 "MX"
0 "Standard" 41 0 2 0.64 0 "Evening" "Saturday" "TV" 1 "US"
0 "Premium" 25 1 2 0.25 157.5 "Evening" "Tuesday" "TV" 2 "US"
1 "Premium" 34 1 1 0.88 159.3 "Morning" "Friday" "TV" 2 "NZ"
0 "Standard" 38 2 0 0.52 238.1 "Evening" "Friday" "TV" 2 "UK"
0 "Standard" 26 2 4 0.88 61.2 "Afternoon" "Saturday" "Mobile Device" 2 "US"
0 "Standard" 40 2 4 0.51 23.9 "Evening" "Saturday" "TV" 0 "FR"
0 "Standard" 35 1 4 0.82 84.8 "Evening" "Friday" "Mobile Device" 3 "UK"
0 "Standard" 21 2 0 0.27 113 "Afternoon" "Monday" "TV" 1 "DE"
0 "Standard" 30 0 3 0.49 81.8 "Evening" "Friday" "TV" 2 "MX"
0 "Standard" 32 1 3 0.69 130.9 "Evening" "Thursday" "TV" 7 "UK"
0 "Standard" 42 0 2 0.81 169.6 "Morning" "Monday" "Mobile Device" 2 "MX"
0 "Standard" 28 3 6 0.6 108 "Evening" "Monday" "TV" 3 "US"
0 "Standard" 34 0 3 0.54 144.5 "Afternoon" "Friday" "TV" 2 "US"
0 "Standard" 33 4 6 0.49 147.9 "Evening" "Thursday" "Mobile Device" 3 "US"
0 "Premium" 45 3 4 0.72 67.5 "Afternoon" "Monday" "TV" 0 "DE"
0 "Standard" 21 1 5 0.27 70.3 "Evening" "Monday" "TV" 2 "FR"
0 "Standard" 28 4 2 0.58 185.4 "Evening" "Wednesday" "PC" 1 "DE"
1 "Standard" 40 1 4 0.93 187.1 "Evening" "Sunday" "TV" 0 "US"
0 "Standard" 23 0 3 0.42 90.2 "Evening" "Wednesday" "PC" 0 "JP"
0 "Standard" 46 1 3 0.79 160.5 "Evening" "Friday" "TV" 3 "US"
0 "Standard" 28 1 3 0.5 201.3 "Evening" "Friday" "TV" 0 "FR"
0 "Standard" 42 0 3 0.72 221.7 "Evening" "Friday" "Gaming Device" 5 "US"
0 "Standard" 24 0 2 0.62 230.2 "Afternoon" "Thursday" "TV" 1 "US"
0 "Standard" 31 5 4 0.25 139.4 "Evening" "Friday" "PC" 1 "DE"
0 "Standard" 24 1 1 0.78 150.3 "Evening" "Monday" "Gaming Device" 2 "JP"
1 "Standard" 29 1 4 0.61 221.9 "Evening" "Monday" "TV" 2 "UK"
1 "Standard" 33 1 4 0.94 141.5 "Evening" "Friday" "Gaming Device" 1 "FR"
0 "Standard" 45 3 3 0.45 234.1 "Evening" "Saturday" "TV" 0 "US"
0 "Standard" 34 1 3 0.91 104 "Morning" "Thursday" "Gaming Device" 2 "MX"
0 "Premium" 38 4 5 0.67 132 "Evening" "Monday" "TV" 0 "DE"
1 "Standard" 19 5 1 0.93 221.3 "Evening" "Saturday" "TV" 2 "JP"
0 "Standard" 29 3 1 0.75 21.8 "Evening" "Friday" "TV" 1 "FR"
0 "Standard" 22 2 1 0.72 200 "Evening" "Wednesday" "PC" 3 "DE"
0 "Standard" 24 3 3 0.48 115.1 "Evening" "Tuesday" "TV" 2 "US"
1 "Standard" 25 2 6 0.99 82.3 "Evening" "Friday" "TV" 3 "US"
0 "Standard" 28 0 2 0.8 198.7 "Evening" "Sunday" "Mobile Device" 1 "DE"
1 "Standard" 20 1 3 0.86 184 "Evening" "Sunday" "Gaming Device" 0 "DE"
0 "Standard" 41 3 4 0.68 107.9 "Afternoon" "Thursday" "TV" 1 "US"
1 "Standard" 23 1 3 0.77 134.4 "Evening" "Thursday" "TV" 0 "US"
1 "Standard" 38 1 3 0.89 70.5 "Evening" "Sunday" "TV" 1 "FR"
0 "Premium" 24 1 1 0.76 170.3 "Evening" "Friday" "TV" 0 "US"
0 "Premium" 19 2 4 0.78 118.3 "Afternoon" "Monday" "TV" 1 "NZ"
0 "Standard" 44 1 3 0.71 120 "Evening" "Friday" "Gaming Device" 2 "DE"
0 "Standard" 21 2 7 0.56 0 "Afternoon" "Sunday" "Gaming Device" 2 "US"
1 "Premium" 27 2 3 0.9 78.6 "Evening" "Monday" "TV" 1 "DE"
1 "Standard" 37 2 6 0.87 83.9 "Afternoon" "Saturday" "TV" 1 "FR"
1 "Premium" 30 2 2 0.71 220.6 "Evening" "Saturday" "TV" 2 "US"
0 "Premium" 27 6 5 0.78 41.2 "Afternoon" "Monday" "Gaming Device" 2 "UK"
1 "Standard" 32 2 2 0.89 121.4 "Morning" "Wednesday" "TV" 2 "US"
0 "Standard" 25 1 2 0.68 185.3 "Afternoon" "Wednesday" "TV" 5 "US"
0 "Standard" 37 0 1 0.58 121.5 "Evening" "Saturday" "TV" 4 "DE"
0 "Standard" 28 2 3 0.45 86.2 "Evening" "Monday" "TV" 1 "MX"
0 "Standard" 20 2 1 0.67 112.7 "Evening" "Tuesday" "TV" 1 "DE"
0 "Standard" 21 1 4 0.9 165.4 "Afternoon" "Wednesday" "Mobile Device" 0 "US"
0 "Premium" 47 3 4 0.9 2.2 "Evening" "Saturday" "Mobile Device" 1 "NZ"
0 "Standard" 23 3 4 0.75 96.7 "Afternoon" "Wednesday" "TV" 2 "DE"
0 "Premium" 29 1 9 0.96 72.3 "Evening" "Sunday" "TV" 1 "DE"
0 "Standard" 26 2 2 0.79 90.2 "Evening" "Wednesday" "TV" 1 "DE"
1 "Standard" 34 5 5 0.92 197.7 "Morning" "Wednesday" "Gaming Device" 1 "DE"
0 "Standard" 34 2 2 0.64 117.6 "Evening" "Sunday" "TV" 2 "US"
0 "Standard" 23 0 7 0.79 7 "Morning" "Friday" "Gaming Device" 2 "JP"
0 "Standard" 18 1 1 0.22 155.6 "Evening" "Saturday" "Mobile Device" 5 "MX"
0 "Premium" 32 2 4 0.89 142 "Afternoon" "Saturday" "TV" 2 "MX"
0 "Standard" 28 1 7 0.49 124.4 "Afternoon" "Tuesday" "Gaming Device" 0 "DE"
0 "Premium" 31 3 3 0.56 99.5 "Evening" "Sunday" "TV" 0 "FR"
0 "Standard" 32 1 1 0.39 64.7 "Afternoon" "Wednesday" "TV" 3 "US"
0 "Standard" 27 2 6 0.51 139.3 "Afternoon" "Monday" "Gaming Device" 1 "FR"
0 "Standard" 18 2 1 0.71 144.1 "Evening" "Sunday" "TV" 2 "NZ"
0 "Standard" 39 4 3 0.63 232.9 "Evening" "Friday" "TV" 3 "DE"
0 "Standard" 23 4 4 0.76 139.7 "Evening" "Wednesday" "Gaming Device" 4 "UK"
1 "Standard" 31 1 8 0.84 113.6 "Afternoon" "Friday" "TV" 5 "FR"
0 "Premium" 41 0 3 0.54 249.8 "Evening" "Thursday" "TV" 1 "UK"
1 "Premium" 39 0 0 0.93 70.9 "Afternoon" "Saturday" "PC" 2 "US"
0 "Premium" 20 4 5 0.52 194.8 "Afternoon" "Sunday" "TV" 2 "MX"
0 "Standard" 27 1 5 0.72 79.3 "Afternoon" "Saturday" "TV" 2 "US"
0 "Standard" 31 5 3 0.84 86.4 "Evening" "Monday" "TV" 1 "MX"
0 "Standard" 25 1 3 0.39 273.8 "Morning" "Saturday" "Gaming Device" 3 "US"
0 "Premium" 28 4 1 0.74 199.8 "Afternoon" "Thursday" "TV" 2 "MX"
0 "Premium" 30 3 2 0.23 209.2 "Afternoon" "Sunday" "PC" 0 "US"
0 "Standard" 18 1 3 0.69 164.7 "Afternoon" "Sunday" "TV" 1 "MX"
0 "Standard" 30 3 3 0.56 191.5 "Evening" "Thursday" "TV" 3 "US"
0 "Standard" 24 5 3 0.97 52.5 "Evening" "Saturday" "Gaming Device" 2 "MX"
0 "Standard" 30 4 3 0.31 123.3 "Evening" "Saturday" "TV" 1 "UK"
0 "Standard" 29 2 3 0.74 27.3 "Afternoon" "Friday" "Gaming Device" 2 "UK"
0 "Standard" 27 6 2 0.47 119 "Afternoon" "Saturday" "Mobile Device" 3 "US"
0 "Standard" 25 0 4 0.84 220.4 "Evening" "Sunday" "TV" 2 "NZ"
1 "Standard" 41 1 3 0.77 159.3 "Afternoon" "Monday" "TV" 3 "UK"
0 "Standard" 24 3 3 0.47 130.5 "Evening" "Tuesday" "Mobile Device" 4 "US"
0 "Standard" 32 2 3 0.51 118.4 "Evening" "Friday" "Gaming Device" 4 "FR"
0 "Standard" 32 0 6 0.59 111.5 "Afternoon" "Saturday" "Mobile Device" 2 "MX"
0 "Premium" 25 1 3 0.33 203.6 "Evening" "Tuesday" "TV" 1 "US"
0 "Standard" 32 0 4 0.23 88.2 "Afternoon" "Saturday" "Gaming Device" 2 "UK"
1 "Standard" 36 0 7 0.95 89.6 "Evening" "Sunday" "TV" 3 "DE"
0 "Standard" 33 0 0 0.99 82.6 "Afternoon" "Sunday" "Gaming Device" 1 "MX"
0 "Premium" 24 1 3 0.6 0 "Evening" "Sunday" "TV" 5 "UK"
0 "Premium" 29 2 5 0.54 92.7 "Afternoon" "Monday" "Mobile Device" 2 "US"
0 "Standard" 47 2 2 0.55 16.8 "Evening" "Thursday" "TV" 3 "US"
0 "Standard" 17 4 4 0.6 33.5 "Evening" "Monday" "TV" 4 "NZ"
0 "Standard" 22 2 2 0.68 110.3 "Evening" "Wednesday" "TV" 4 "UK"
1 "Standard" 31 5 4 0.81 149 "Evening" "Sunday" "TV" 4 "NZ"
1 "Premium" 30 0 2 0.97 107.3 "Evening" "Sunday" "TV" 1 "US"
0 "Premium" 47 3 2 0.42 151.8 "Evening" "Tuesday" "Gaming Device" 2 "UK"
0 "Standard" 26 2 3 0.39 107.9 "Afternoon" "Thursday" "Gaming Device" 2 "UK"
0 "Standard" 22 2 3 0.82 247.5 "Evening" "Wednesday" "TV" 3 "US"
0 "Premium" 26 3 2 0.6 184.5 "Evening" "Friday" "Mobile Device" 2 "US"
0 "Standard" 17 0 4 0.79 190.6 "Evening" "Friday" "PC" 1 "MX"
0 "Standard" 31 3 1 0.68 120 "Evening" "Friday" "TV" 0 "DE"
0 "Standard" 24 1 3 0.54 65.2 "Evening" "Sunday" "PC" 3 "US"
0 "Premium" 27 2 3 0.42 129.2 "Afternoon" "Friday" "Gaming Device" 2 "DE"
0 "Standard" 23 1 2 0.87 143.3 "Afternoon" "Thursday" "TV" 1 "US"
0 "Standard" 17 1 2 0.91 23.1 "Evening" "Wednesday" "TV" 2 "US"
0 "Standard" 14 2 3 0.75 90.8 "Evening" "Saturday" "PC" 0 "US"
0 "Standard" 31 1 5 0.9 41.4 "Morning" "Friday" "TV" 2 "NZ"
0 "Standard" 40 3 2 0.38 195.4 "Evening" "Thursday" "TV" 1 "MX"
0 "Standard" 30 1 1 0.39 94.2 "Evening" "Wednesday" "TV" 4 "MX"
0 "Standard" 40 3 2 0.31 103.3 "Afternoon" "Monday" "Mobile Device" 4 "UK"
0 "Standard" 21 3 5 0.89 97.3 "Afternoon" "Saturday" "TV" 3 "US"
1 "Premium" 39 2 1 0.73 147.4 "Evening" "Sunday" "TV" 0 "MX"
0 "Standard" 23 2 0 0.68 151.1 "Afternoon" "Sunday" "PC" 1 "UK"
0 "Standard" 14 4 3 0.64 221.9 "Afternoon" "Sunday" "TV" 1 "JP"
0 "Standard" 38 1 2 0.38 152.1 "Afternoon" "Sunday" "TV" 0 "US"
0 "Standard" 29 3 5 0.43 96.6 "Evening" "Sunday" "Mobile Device" 2 "FR"
0 "Standard" 29 3 2 0.71 18.3 "Evening" "Friday" "TV" 2 "UK"
0 "Standard" 41 0 3 0.41 64.1 "Evening" "Saturday" "PC" 1 "US"
1 "Standard" 34 4 3 0.98 143.7 "Afternoon" "Wednesday" "TV" 2 "US"
1 "Standard" 31 2 2 0.85 78 "Afternoon" "Sunday" "TV" 0 "DE"
0 "Standard" 36 1 4 0.67 150 "Evening" "Tuesday" "TV" 2 "DE"
0 "Standard" 28 2 1 0.85 66.5 "Evening" "Thursday" "PC" 1 "MX"
0 "Premium" 23 3 3 0.41 122.3 "Evening" "Thursday" "TV" 1 "US"
0 "Standard" 27 3 3 0.87 51.7 "Evening" "Tuesday" "Mobile Device" 0 "DE"
1 "Standard" 33 1 4 0.97 108.7 "Evening" "Sunday" "TV" 1 "US"
0 "Standard" 18 3 1 0.67 141 "Evening" "Saturday" "TV" 3 "UK"
1 "Standard" 26 4 4 0.96 114.6 "Evening" "Friday" "TV" 3 "US"
0 "Premium" 32 1 5 0.26 85.2 "Evening" "Thursday" "TV" 4 "DE"
0 "Standard" 23 4 0 0.58 188.8 "Evening" "Friday" "TV" 2 "US"
0 "Standard" 37 1 3 0.76 182.3 "Evening" "Wednesday" "TV" 3 "JP"
0 "Standard" 33 2 2 0.87 91.9 "Afternoon" "Friday" "TV" 0 "US"
0 "Standard" 26 2 8 0.33 48.6 "Afternoon" "Saturday" "Mobile Device" 2 "NZ"
1 "Standard" 16 0 3 0.82 230.7 "Evening" "Sunday" "TV" 2 "FR"
0 "Standard" 28 2 4 0.27 161.3 "Afternoon" "Sunday" "TV" 2 "US"
1 "Standard" 32 5 3 0.94 142.4 "Evening" "Monday" "TV" 4 "DE"
0 "Premium" 34 0 5 0.9 123.2 "Afternoon" "Sunday" "TV" 1 "US"
0 "Standard" 26 2 6 0.8 93 "Afternoon" "Thursday" "TV" 2 "DE"
0 "Standard" 39 1 6 0.6 112 "Evening" "Monday" "TV" 2 "UK"
1 "Standard" 26 2 1 0.9 156.7 "Evening" "Friday" "Gaming Device" 0 "US"
0 "Standard" 26 3 3 0.77 181.9 "Afternoon" "Sunday" "TV" 2 "US"
1 "Standard" 29 4 4 0.78 151.1 "Evening" "Saturday" "PC" 0 "MX"
0 "Standard" 31 2 5 0.52 102.9 "Afternoon" "Wednesday" "TV" 0 "US"
0 "Standard" 36 3 1 0.6 101.2 "Evening" "Monday" "TV" 0 "UK"
0 "Standard" 39 2 2 0.18 88.8 "Evening" "Monday" "TV" 2 "US"
0 "Premium" 25 0 3 0.89 85 "Afternoon" "Thursday" "TV" 1 "US"
0 "Standard" 23 4 1 0.54 124.1 "Afternoon" "Wednesday" "Gaming Device" 0 "US"
1 "Standard" 33 3 5 0.76 184.5 "Evening" "Saturday" "TV" 2 "US"
0 "Standard" 30 3 3 0.69 115.7 "Evening" "Sunday" "Mobile Device" 1 "US"
0 "Standard" 36 3 3 0.34 58 "Afternoon" "Saturday" "Gaming Device" 3 "DE"
0 "Standard" 30 1 5 0.44 90.7 "Evening" "Saturday" "Mobile Device" 2 "NZ"
0 "Standard" 28 2 1 0.59 15.3 "Afternoon" "Sunday" "TV" 0 "US"
0 "Standard" 28 4 2 0.83 87.4 "Evening" "Thursday" "Gaming Device" 1 "US"
0 "Standard" 31 0 2 0.68 69.8 "Afternoon" "Monday" "TV" 0 "DE"
1 "Standard" 37 1 3 0.93 201.6 "Evening" "Monday" "Gaming Device" 2 "US"
0 "Standard" 25 0 3 0.22 18.2 "Evening" "Friday" "TV" 2 "US"
1 "Premium" 24 1 6 0.82 150.4 "Evening" "Monday" "TV" 0 "FR"
0 "Standard" 38 6 4 0.65 227 "Afternoon" "Sunday" "Mobile Device" 1 "DE"
0 "Standard" 23 1 1 0.37 69.7 "Afternoon" "Friday" "TV" 1 "UK"
0 "Standard" 36 3 4 0.75 63.5 "Evening" "Saturday" "TV" 1 "UK"
1 "Standard" 32 5 4 0.84 140.6 "Afternoon" "Sunday" "TV" 3 "DE"
0 "Standard" 17 3 3 0.64 121.8 "Afternoon" "Thursday" "TV" 1 "US"
1 "Standard" 25 0 1 0.97 228.4 "Afternoon" "Friday" "TV" 0 "MX"
0 "Premium" 33 0 2 0.81 15.1 "Morning" "Thursday" "TV" 0 "UK"
0 "Standard" 30 2 4 0.18 37.8 "Afternoon" "Friday" "Mobile Device" 1 "DE"
1 "Standard" 23 3 3 0.97 168.5 "Evening" "Friday" "TV" 0 "US"
0 "Standard" 31 2 4 0.63 114.7 "Evening" "Thursday" "Mobile Device" 3 "US"
0 "Standard" 25 3 7 0.5 132.7 "Afternoon" "Sunday" "TV" 3 "UK"
0 "Standard" 30 4 3 0.83 107.9 "Evening" "Sunday" "Gaming Device" 2 "US"
0 "Standard" 35 2 0 0.69 13 "Afternoon" "Sunday" "TV" 4 "UK"
0 "Standard" 32 4 1 0.33 142.4 "Evening" "Wednesday" "TV" 4 "FR"
0 "Premium" 25 0 5 0.51 30.2 "Evening" "Friday" "TV" 1 "FR"
0 "Standard" 18 2 3 0.35 75.3 "Evening" "Wednesday" "PC" 5 "US"
0 "Standard" 31 4 3 0.62 35.5 "Evening" "Friday" "Mobile Device" 4 "DE"
0 "Standard" 19 4 2 0.77 201.2 "Morning" "Saturday" "TV" 2 "MX"
0 "Premium" 22 2 2 0.79 106.2 "Afternoon" "Sunday" "TV" 0 "US"
0 "Standard" 23 3 1 0.81 65.2 "Evening" "Friday" "PC" 1 "UK"
0 "Standard" 26 0 0 0.24 136.8 "Afternoon" "Sunday" "Mobile Device" 2 "UK"
1 "Premium" 31 1 3 0.81 107.3 "Evening" "Sunday" "Gaming Device" 2 "US"
0 "Standard" 25 0 3 0.9 152.8 "Evening" "Saturday" "TV" 4 "US"
0 "Standard" 28 1 4 0.47 19.8 "Evening" "Sunday" "PC" 0 "US"
0 "Premium" 31 4 3 0.88 149.4 "Evening" "Monday" "Mobile Device" 2 "UK"
0 "Standard" 16 1 3 0.83 115.6 "Evening" "Friday" "TV" 2 "FR"
0 "Standard" 31 2 2 0.94 134.3 "Afternoon" "Thursday" "TV" 1 "MX"
0 "Premium" 36 0 1 0.65 182.6 "Evening" "Saturday" "TV" 0 "FR"
0 "Standard" 28 1 7 0.84 116.7 "Evening" "Thursday" "TV" 2 "US"
0 "Standard" 25 3 1 0.51 35.5 "Evening" "Sunday" "TV" 1 "FR"
0 "Standard" 32 6 2 0.66 62.8 "Evening" "Friday" "TV" 3 "FR"
0 "Standard" 18 4 8 0.46 45.2 "Afternoon" "Saturday" "Mobile Device" 2 "US"
0 "Premium" 40 3 4 0.78 125.2 "Evening" "Saturday" "TV" 4 "UK"
0 "Standard" 20 2 1 0.37 148.7 "Afternoon" "Friday" "TV" 2 "US"
1 "Standard" 23 6 4 0.98 91.6 "Afternoon" "Saturday" "TV" 3 "NZ"
0 "Standard" 21 5 4 0.67 30.9 "Evening" "Thursday" "TV" 1 "FR"
0 "Standard" 23 1 6 0.77 219.5 "Afternoon" "Saturday" "TV" 4 "DE"
0 "Standard" 25 1 3 0.64 71.6 "Afternoon" "Saturday" "TV" 2 "US"
0 "Standard" 29 2 6 0.84 70.7 "Morning" "Sunday" "TV" 1 "US"
1 "Standard" 44 0 5 0.92 213.4 "Afternoon" "Sunday" "TV" 1 "MX"
0 "Standard" 26 3 3 0.57 7.3 "Evening" "Tuesday" "TV" 2 "MX"
0 "Standard" 20 1 2 0.81 90.7 "Afternoon" "Tuesday" "TV" 0 "US"
0 "Premium" 33 1 5 0.82 131.3 "Evening" "Friday" "Mobile Device" 1 "UK"
1 "Premium" 36 2 6 0.7 199.8 "Evening" "Wednesday" "PC" 4 "US"
0 "Standard" 38 1 2 0.86 60.3 "Evening" "Wednesday" "PC" 1 "US"
0 "Standard" 45 1 1 0.64 31.3 "Evening" "Sunday" "Mobile Device" 3 "US"
0 "Standard" 27 1 4 0.56 65 "Afternoon" "Saturday" "Gaming Device" 4 "DE"
0 "Standard" 27 4 2 0.66 125.7 "Morning" "Saturday" "TV" 2 "JP"
0 "Standard" 31 2 5 0.49 113.4 "Evening" "Sunday" "TV" 3 "FR"
0 "Standard" 22 1 1 0.35 145.4 "Evening" "Saturday" "TV" 0 "MX"
0 "Standard" 46 2 3 0.35 166.1 "Evening" "Thursday" "TV" 2 "MX"
0 "Standard" 22 3 4 0.34 161.6 "Evening" "Sunday" "Mobile Device" 0 "US"
1 "Standard" 30 1 4 0.97 226.1 "Afternoon" "Friday" "TV" 4 "UK"
1 "Standard" 40 2 2 0.85 71.2 "Evening" "Friday" "TV" 0 "US"
0 "Standard" 22 1 8 0.53 111.9 "Afternoon" "Sunday" "TV" 3 "NZ"
0 "Standard" 20 0 3 0.34 186.9 "Morning" "Friday" "TV" 3 "US"
0 "Standard" 40 1 2 0.77 262.2 "Afternoon" "Friday" "Mobile Device" 1 "UK"
0 "Standard" 40 3 3 0.28 176.1 "Afternoon" "Sunday" "TV" 0 "FR"
1 "Standard" 19 3 5 0.71 201.7 "Afternoon" "Sunday" "TV" 0 "US"
0 "Standard" 31 1 3 0.63 163.5 "Evening" "Sunday" "TV" 4 "FR"
1 "Standard" 40 3 8 0.79 225.3 "Morning" "Monday" "TV" 1 "US"
0 "Standard" 32 2 5 0.63 143.5 "Evening" "Friday" "TV" 3 "JP"
0 "Premium" 27 2 3 0.84 117.2 "Afternoon" "Saturday" "Gaming Device" 2 "DE"
0 "Standard" 32 2 1 0.89 23.7 "Evening" "Friday" "TV" 1 "UK"
